,Date,Account Number,Balance,AccountType_actual,AccountType
9473,2014-11-25,28,-68332.8244408328,Personal,Sole Trader
9474,2014-11-25,28,-383179.18435437576,Personal,Sole Trader
9475,2014-11-26,28,-47476.50737597133,Personal,Sole Trader
9476,2014-11-27,28,-211419.2337521532,Personal,Sole Trader
9477,2014-11-28,28,-10656.79760176409,Personal,Sole Trader
9478,2014-11-30,28,-87669.46479131943,Personal,Sole Trader
9479,2014-11-30,28,-355260.6579981294,Personal,Sole Trader
9480,2014-12-01,28,-131247.2703561425,Personal,Sole Trader
9481,2014-12-03,28,-204988.67517634237,Personal,Sole Trader
9482,2014-12-04,28,58619.8792879121,Personal,Sole Trader
9483,2014-01-02,29,-204295.86366551992,Limited Company,Personal
9484,2014-01-02,29,-1868860.3762361424,Limited Company,Personal
9485,2014-01-03,29,-1535458.4464987859,Limited Company,Personal
9486,2014-01-03,29,-872877.7389237126,Limited Company,Personal
9487,2014-01-04,29,-918620.1021666457,Limited Company,Personal
9488,2014-01-06,29,-1172898.8718836426,Limited Company,Personal
9489,2014-01-07,29,220002.75003576145,Limited Company,Personal
9490,2014-01-07,29,1659031.6372302938,Limited Company,Personal
9491,2014-01-08,29,1434527.1006665174,Limited Company,Personal
9492,2014-01-10,29,533259.5973649498,Limited Company,Personal
9493,2014-01-11,29,-569370.2989181188,Limited Company,Personal
9494,2014-01-13,29,-1196758.3439323995,Limited Company,Personal
9495,2014-01-14,29,792585.2562993832,Limited Company,Personal
9496,2014-01-15,29,1038140.0388448313,Limited Company,Personal
9497,2014-01-17,29,2226135.261873629,Limited Company,Personal
9498,2014-01-18,29,-36331.73908220031,Limited Company,Personal
9499,2014-01-19,29,144856.76254984178,Limited Company,Personal
9500,2014-01-20,29,35180.05006070694,Limited Company,Personal
9501,2014-01-22,29,54497.4675793206,Limited Company,Personal
9502,2014-01-23,29,-838414.3090159644,Limited Company,Personal
9503,2014-01-24,29,-3078121.0113942116,Limited Company,Personal
9504,2014-01-26,29,-1594958.1623269224,Limited Company,Personal
9505,2014-01-26,29,-2188600.672765963,Limited Company,Personal
9506,2014-01-27,29,-1882656.1137494459,Limited Company,Personal
9507,2014-01-28,29,196220.73618052318,Limited Company,Personal
9508,2014-01-30,29,-3911884.731550127,Limited Company,Personal
9509,2014-01-31,29,-2542947.6543465895,Limited Company,Personal
9510,2014-02-02,29,2924916.681766862,Limited Company,Personal
9511,2014-02-04,29,1279231.8851613046,Limited Company,Personal
9512,2014-02-04,29,-1387619.0578823155,Limited Company,Personal
9513,2014-02-06,29,660479.963084419,Limited Company,Personal
9514,2014-02-07,29,-204295.86366551992,Limited Company,Personal
9515,2014-02-08,29,1144471.1485342393,Limited Company,Personal
9516,2014-02-08,29,3471774.9292057166,Limited Company,Personal
9517,2014-02-10,29,-44809.73676594181,Limited Company,Personal
9518,2014-02-10,29,-1785883.9848890589,Limited Company,Personal
9519,2014-02-11,29,1295581.273144469,Limited Company,Personal
9520,2014-02-13,29,-613665.1292711946,Limited Company,Personal
9521,2014-02-14,29,-1077740.0437355204,Limited Company,Personal
9522,2014-02-15,29,938281.7293728383,Limited Company,Personal
9523,2014-02-16,29,1010996.9548454208,Limited Company,Personal
9524,2014-02-17,29,1049782.981150081,Limited Company,Personal
9525,2014-02-18,29,1440050.319308186,Limited Company,Personal
9526,2014-02-20,29,32057.46855209433,Limited Company,Personal
9527,2014-02-20,29,1458165.5759456845,Limited Company,Personal
9528,2014-02-22,29,857359.3365834241,Limited Company,Personal
9529,2014-02-24,29,1133913.9976128894,Limited Company,Personal
9530,2014-02-24,29,-63378.96198743643,Limited Company,Personal
9531,2014-02-26,29,-1037482.5951870165,Limited Company,Personal
9532,2014-02-27,29,-204295.86366551992,Limited Company,Personal
9533,2014-02-28,29,-214522.4329978228,Limited Company,Personal
9534,2014-03-01,29,-204295.86366551992,Limited Company,Personal
9535,2014-03-01,29,241309.13848068466,Limited Company,Personal
9536,2014-03-02,29,743094.127040379,Limited Company,Personal
9537,2014-03-03,29,-1506764.740973502,Limited Company,Personal
9538,2014-03-04,29,-489811.8465248246,Limited Company,Personal
9539,2014-03-05,29,-4706071.485332279,Limited Company,Personal
9540,2014-03-06,29,30342.77980189363,Limited Company,Personal
9541,2014-03-07,29,-3793315.146303888,Limited Company,Personal
9542,2014-03-08,29,-2670928.9972166037,Limited Company,Personal
9543,2014-03-09,29,-724976.8048529042,Limited Company,Personal
9544,2014-03-10,29,426403.9746390323,Limited Company,Personal
9545,2014-03-11,29,-1669351.2302579638,Limited Company,Personal
9546,2014-03-12,29,-1744749.2706736557,Limited Company,Personal
9547,2014-03-13,29,1645100.6616791685,Limited Company,Personal
9548,2014-03-14,29,212217.8169280329,Limited Company,Personal
9549,2014-03-15,29,50103.97243862852,Limited Company,Personal
9550,2014-03-16,29,-1943048.0767037612,Limited Company,Personal
9551,2014-03-18,29,-1272270.162457756,Limited Company,Personal
9552,2014-03-20,29,-1973741.9285141688,Limited Company,Personal
9553,2014-03-20,29,174503.97722262924,Limited Company,Personal
9554,2014-03-21,29,-1403331.1264896377,Limited Company,Personal
9555,2014-03-22,29,-1540537.7280606113,Limited Company,Personal
9556,2014-03-23,29,-2162690.84629828,Limited Company,Personal
9557,2014-03-24,29,-700853.5781399645,Limited Company,Personal
9558,2014-03-25,29,1355723.8150469935,Limited Company,Personal
9559,2014-03-26,29,1105221.0209153541,Limited Company,Personal
9560,2014-03-27,29,-1344331.4674779973,Limited Company,Personal
9561,2014-03-28,29,-1301570.576593435,Limited Company,Personal
9562,2014-03-29,29,950705.4081587095,Limited Company,Personal
9563,2014-03-31,29,-113512.3302095867,Limited Company,Personal
9564,2014-03-30,29,-427693.08818159346,Limited Company,Personal
9565,2014-04-01,29,-500821.76143986365,Limited Company,Personal
9566,2014-04-01,29,-1645372.1494775526,Limited Company,Personal
9567,2014-04-02,29,-140339.6597094636,Limited Company,Personal
9568,2014-04-03,29,1334337.7414348747,Limited Company,Personal
9569,2014-04-04,29,-810026.3062408462,Limited Company,Personal
9570,2014-04-05,29,-406014.39022835594,Limited Company,Personal
9571,2014-04-07,29,1065975.6711672663,Limited Company,Personal
9572,2014-04-07,29,-713256.0399402614,Limited Company,Personal
9573,2014-04-09,29,-309877.76879704674,Limited Company,Personal
9574,2014-04-10,29,-236295.36483605969,Limited Company,Personal
9575,2014-04-11,29,833433.6221903928,Limited Company,Personal
9576,2014-04-11,29,1429491.8726930604,Limited Company,Personal
9577,2014-04-12,29,-116141.46496447995,Limited Company,Personal
9578,2014-04-13,29,-1099367.035409028,Limited Company,Personal
9579,2014-04-14,29,-1384439.1824145657,Limited Company,Personal
9580,2014-04-15,29,-594513.6010462802,Limited Company,Personal
9581,2014-04-16,29,968424.5064243379,Limited Company,Personal
9582,2014-04-17,29,-204295.86366551992,Limited Company,Personal
9583,2014-04-18,29,1239790.8046722498,Limited Company,Personal
9584,2014-04-20,29,-1317466.957640327,Limited Company,Personal
9585,2014-04-21,29,1956866.4489057276,Limited Company,Personal
9586,2014-04-21,29,187163.4722756482,Limited Company,Personal
9587,2014-04-22,29,-979243.994306782,Limited Company,Personal
9588,2014-04-24,29,680184.5500993351,Limited Company,Personal
9589,2014-04-24,29,396768.05679635034,Limited Company,Personal
9590,2014-04-26,29,-637329.7613684554,Limited Company,Personal
9591,2014-04-26,29,3500358.581740941,Limited Company,Personal
9592,2014-04-28,29,844709.8831571655,Limited Company,Personal
9593,2014-04-29,29,-753962.4463819887,Limited Company,Personal
9594,2014-04-30,29,801665.0733740386,Limited Company,Personal
9595,2014-05-01,29,361906.5654664989,Limited Company,Personal
9596,2014-05-03,29,-463.5746696179558,Limited Company,Personal
9597,2014-05-04,29,2193938.891168765,Limited Company,Personal
9598,2014-05-05,29,-1117782.2451555633,Limited Company,Personal
9599,2014-05-06,29,-458864.42339350155,Limited Company,Personal
9600,2014-05-07,29,848302.1941498406,Limited Company,Personal
9601,2014-05-08,29,-351421.2237855935,Limited Company,Personal
9602,2014-05-09,29,-1594113.8558704383,Limited Company,Personal
9603,2014-05-10,29,1031939.1723585571,Limited Company,Personal
9604,2014-05-10,29,-632258.3754405747,Limited Company,Personal
9605,2014-05-11,29,-204295.86366551992,Limited Company,Personal
9606,2014-05-12,29,1925233.0571463339,Limited Company,Personal
9607,2014-05-13,29,289197.6160106416,Limited Company,Personal
9608,2014-05-13,29,230184.0282909143,Limited Company,Personal
9609,2014-05-14,29,-359772.89132622024,Limited Company,Personal
9610,2014-05-15,29,-470349.068360768,Limited Company,Personal
9611,2014-05-16,29,8305.174672832421,Limited Company,Personal
9612,2014-05-17,29,-204295.86366551992,Limited Company,Personal
9613,2014-05-18,29,704661.6631747184,Limited Company,Personal
9614,2014-05-20,29,125789.77834378107,Limited Company,Personal
9615,2014-05-22,29,-860785.6362730872,Limited Company,Personal
9616,2014-05-23,29,-598069.4706515183,Limited Company,Personal
9617,2014-05-23,29,-1582762.7685881283,Limited Company,Personal
9618,2014-05-25,29,-612833.860733327,Limited Company,Personal
9619,2014-05-26,29,694646.1932324036,Limited Company,Personal
9620,2014-05-27,29,-939848.7489850367,Limited Company,Personal
9621,2014-05-28,29,549258.9050861362,Limited Company,Personal
9622,2014-05-29,29,-98171.15394551186,Limited Company,Personal
9623,2014-05-30,29,3415080.5523633384,Limited Company,Personal
9624,2014-05-31,29,969723.6823768963,Limited Company,Personal
9625,2014-06-01,29,-204295.86366551992,Limited Company,Personal
9626,2014-06-03,29,971628.6761503788,Limited Company,Personal
9627,2014-06-04,29,-1424084.6585967117,Limited Company,Personal
9628,2014-06-04,29,-524395.2698233167,Limited Company,Personal
9629,2014-06-06,29,4444.655068621243,Limited Company,Personal
9630,2014-06-07,29,-1064286.2074172366,Limited Company,Personal
9631,2014-06-08,29,1449935.976930364,Limited Company,Personal
9632,2014-06-09,29,-2806904.2847965127,Limited Company,Personal
9633,2014-06-10,29,-1053239.8511147606,Limited Company,Personal
9634,2014-06-11,29,-2590047.4187811194,Limited Company,Personal
9635,2014-06-12,29,-2072813.5899026892,Limited Company,Personal
9636,2014-06-14,29,2474778.2495522075,Limited Company,Personal
9637,2014-06-15,29,1132481.7701057557,Limited Company,Personal
9638,2014-06-16,29,-204295.86366551992,Limited Company,Personal
9639,2014-06-17,29,2160275.1472631055,Limited Company,Personal
9640,2014-06-17,29,-332031.8244041843,Limited Company,Personal
9641,2014-06-19,29,-1270680.1032525897,Limited Company,Personal
9642,2014-06-20,29,-1600671.200106707,Limited Company,Personal
9643,2014-06-22,29,391782.1461672247,Limited Company,Personal
9644,2014-06-23,29,36210.14685747377,Limited Company,Personal
9645,2014-06-24,29,373758.11446961,Limited Company,Personal
9646,2014-06-25,29,-1699417.8043192897,Limited Company,Personal
9647,2014-06-27,29,856675.5341933847,Limited Company,Personal
9648,2014-06-28,29,-1658806.8743126472,Limited Company,Personal
9649,2014-06-29,29,1039866.2268772898,Limited Company,Personal
9650,2014-07-01,29,-1655082.0786314234,Limited Company,Personal
9651,2014-07-03,29,3059100.348778648,Limited Company,Personal
9652,2014-07-04,29,650534.6225677053,Limited Company,Personal
9653,2014-07-06,29,1519740.183393621,Limited Company,Personal
9654,2014-07-06,29,857669.8172043872,Limited Company,Personal
9655,2014-07-08,29,-142731.6015225727,Limited Company,Personal
9656,2014-07-09,29,-984801.6298143633,Limited Company,Personal
9657,2014-07-10,29,-369527.12713365,Limited Company,Personal
9658,2014-07-11,29,-1106265.1471082626,Limited Company,Personal
9659,2014-07-12,29,-489673.5514595014,Limited Company,Personal
9660,2014-07-13,29,-978611.6147634592,Limited Company,Personal
9661,2014-07-15,29,-174933.155002539,Limited Company,Personal
9662,2014-07-17,29,-2377138.693661507,Limited Company,Personal
9663,2014-07-18,29,3064313.5726845195,Limited Company,Personal
9664,2014-07-19,29,-296555.84017867706,Limited Company,Personal
9665,2014-07-20,29,-821736.908055437,Limited Company,Personal
9666,2014-07-22,29,-960791.7763067831,Limited Company,Personal
9667,2014-07-23,29,-270081.6479682796,Limited Company,Personal
9668,2014-07-25,29,-243674.28015209467,Limited Company,Personal
9669,2014-07-26,29,2017232.497984532,Limited Company,Personal
9670,2014-07-27,29,-1731252.0286138915,Limited Company,Personal
9671,2014-07-29,29,1761175.8744457772,Limited Company,Personal
9672,2014-07-30,29,-1377509.8121029963,Limited Company,Personal
9673,2014-08-01,29,-204295.86366551992,Limited Company,Personal
9674,2014-08-02,29,1145070.8927905909,Limited Company,Personal
9675,2014-08-02,29,-204295.86366551992,Limited Company,Personal
9676,2014-08-04,29,537054.6844334963,Limited Company,Personal
9677,2014-08-05,29,-1615069.435225635,Limited Company,Personal
9678,2014-08-06,29,314047.28153692203,Limited Company,Personal
9679,2014-08-07,29,902525.2780579654,Limited Company,Personal
9680,2014-08-09,29,2986216.9260578286,Limited Company,Personal
9681,2014-08-10,29,-331323.09003157343,Limited Company,Personal
9682,2014-08-11,29,1849805.7016589704,Limited Company,Personal
9683,2014-08-13,29,-113597.23864231483,Limited Company,Personal
9684,2014-08-14,29,1025511.4784807032,Limited Company,Personal
9685,2014-08-15,29,684372.1514010085,Limited Company,Personal
9686,2014-08-16,29,-1055796.6598381991,Limited Company,Personal
9687,2014-08-17,29,-2091907.7431876059,Limited Company,Personal
9688,2014-08-17,29,148937.26666288078,Limited Company,Personal
9689,2014-08-18,29,-1299322.304950296,Limited Company,Personal
9690,2014-08-19,29,-204295.86366551992,Limited Company,Personal
9691,2014-08-20,29,-645419.9518316141,Limited Company,Personal
9692,2014-08-20,29,-2450282.064946044,Limited Company,Personal
9693,2014-08-22,29,-1508627.1388141138,Limited Company,Personal
9694,2014-08-23,29,-1903693.3218125014,Limited Company,Personal
9695,2014-08-24,29,-3551738.548553642,Limited Company,Personal
9696,2014-08-25,29,-1234197.8204808333,Limited Company,Personal
9697,2014-08-26,29,1071024.8278488102,Limited Company,Personal
9698,2014-08-28,29,659099.7252900288,Limited Company,Personal
9699,2014-08-29,29,-279877.9583942876,Limited Company,Personal
9700,2014-08-30,29,2566898.3518732525,Limited Company,Personal
9701,2014-08-31,29,456159.6631750904,Limited Company,Personal
9702,2014-09-01,29,1763484.9627155054,Limited Company,Personal
9703,2014-09-03,29,334551.2306304833,Limited Company,Personal
9704,2014-09-04,29,1591644.3855435785,Limited Company,Personal
9705,2014-09-05,29,-2663334.2881512963,Limited Company,Personal
9706,2014-09-06,29,264377.953893351,Limited Company,Personal
9707,2014-09-08,29,515092.8368998735,Limited Company,Personal
9708,2014-09-09,29,-189711.43330200415,Limited Company,Personal
9709,2014-09-10,29,1145552.3240090637,Limited Company,Personal
9710,2014-09-11,29,1944572.5824399928,Limited Company,Personal
9711,2014-09-12,29,-436819.20606350905,Limited Company,Personal
9712,2014-09-13,29,1289637.4399109168,Limited Company,Personal
9713,2014-09-15,29,-1915159.5638791122,Limited Company,Personal
9714,2014-09-16,29,-3101822.489783214,Limited Company,Personal
9715,2014-09-17,29,790875.021496536,Limited Company,Personal
9716,2014-09-19,29,195464.45591991465,Limited Company,Personal
9717,2014-09-19,29,43671.82461342114,Limited Company,Personal
9718,2014-09-21,29,-262395.6481661386,Limited Company,Personal
9719,2014-09-22,29,1852082.8834694761,Limited Company,Personal
9720,2014-09-23,29,-222460.51862821088,Limited Company,Personal
9721,2014-09-24,29,-204295.86366551992,Limited Company,Personal
9722,2014-09-24,29,1107581.5320317987,Limited Company,Personal
9723,2014-09-26,29,-36068.51079361394,Limited Company,Personal
9724,2014-09-27,29,-899223.6473277244,Limited Company,Personal
9725,2014-09-29,29,-1209814.5642233156,Limited Company,Personal
9726,2014-09-29,29,-14253.643522653583,Limited Company,Personal
9727,2014-09-30,29,502151.6904123972,Limited Company,Personal
9728,2014-10-01,29,-807059.4509278808,Limited Company,Personal
9729,2014-10-03,29,-1807682.898930408,Limited Company,Personal
9730,2014-10-03,29,1471277.3491072268,Limited Company,Personal
9731,2014-10-05,29,-465864.672203636,Limited Company,Personal
9732,2014-10-05,29,314347.0726842368,Limited Company,Personal
9733,2014-10-06,29,1482260.2973955625,Limited Company,Personal
9734,2014-10-07,29,2220.758664634661,Limited Company,Personal
9735,2014-10-08,29,2593285.803458942,Limited Company,Personal
9736,2014-10-09,29,-204295.86366551992,Limited Company,Personal
9737,2014-10-11,29,-911597.7658266814,Limited Company,Personal
9738,2014-10-12,29,-2799295.970946562,Limited Company,Personal
9739,2014-10-12,29,-24597.794534434477,Limited Company,Personal
9740,2014-10-13,29,1772953.4069419608,Limited Company,Personal
9741,2014-10-15,29,-3833342.0423412076,Limited Company,Personal
9742,2014-10-16,29,-2255375.871105459,Limited Company,Personal
9743,2014-10-17,29,-2285515.327941659,Limited Company,Personal
9744,2014-10-18,29,-1554826.9629406724,Limited Company,Personal
9745,2014-10-19,29,499614.23611473077,Limited Company,Personal
9746,2014-10-20,29,2721185.355659376,Limited Company,Personal
9747,2014-10-21,29,372373.908613032,Limited Company,Personal
9748,2014-10-21,29,1484368.0672449165,Limited Company,Personal
9749,2014-10-22,29,-204295.86366551992,Limited Company,Personal
9750,2014-10-23,29,722553.493616798,Limited Company,Personal
9751,2014-10-24,29,-826777.0353709827,Limited Company,Personal
9752,2014-10-25,29,-2391663.582846994,Limited Company,Personal
9753,2014-10-26,29,255018.26696317975,Limited Company,Personal
9754,2014-10-26,29,2238451.31709527,Limited Company,Personal
9755,2014-10-28,29,-276964.3226908917,Limited Company,Personal
9756,2014-10-29,29,310542.91575926146,Limited Company,Personal
9757,2014-10-30,29,16100.696028132923,Limited Company,Personal
9758,2014-10-31,29,569647.5374336746,Limited Company,Personal
9759,2014-11-01,29,-1544101.5337902245,Limited Company,Personal
9760,2014-11-02,29,-936734.8729189786,Limited Company,Personal
9761,2014-11-03,29,-2667153.3455546903,Limited Company,Personal
9762,2014-11-04,29,1095654.346904541,Limited Company,Personal
9763,2014-11-05,29,-1151218.1898993112,Limited Company,Personal
9764,2014-11-06,29,-1793889.4288812117,Limited Company,Personal
9765,2014-11-08,29,113208.77399025823,Limited Company,Personal
9766,2014-11-08,29,757510.8257956086,Limited Company,Personal
9767,2014-11-10,29,-4374404.651522087,Limited Company,Personal
9768,2014-11-11,29,-899754.8817756944,Limited Company,Personal
9769,2014-11-13,29,2971579.7973990357,Limited Company,Personal
9770,2014-11-13,29,-634234.3084482681,Limited Company,Personal
9771,2014-11-15,29,-1347243.7012002377,Limited Company,Personal
9772,2014-11-16,29,-3532331.3232602114,Limited Company,Personal
9773,2014-11-17,29,-2021613.6025154742,Limited Company,Personal
9774,2014-11-18,29,-3078734.5223969277,Limited Company,Personal
9775,2014-11-19,29,994965.4167415679,Limited Company,Personal
9776,2014-11-20,29,-204295.86366551992,Limited Company,Personal
9777,2014-11-22,29,-204295.86366551992,Limited Company,Personal
9778,2014-11-23,29,-1800544.4360358112,Limited Company,Personal
9779,2014-11-25,29,-4051704.6664854963,Limited Company,Personal
9780,2014-11-25,29,-1432574.8540226368,Limited Company,Personal
9781,2014-11-26,29,-227852.34582295385,Limited Company,Personal
9782,2014-11-27,29,801171.8999307251,Limited Company,Personal
9783,2014-11-28,29,-396169.04082972615,Limited Company,Personal
9784,2014-11-28,29,-2214596.662869719,Limited Company,Personal
9785,2014-11-30,29,-1027666.8240478565,Limited Company,Personal
9786,2014-12-01,29,-204295.86366551992,Limited Company,Personal
9787,2014-12-01,29,97662.63516706572,Limited Company,Personal
9788,2014-12-03,29,-1496288.0040470962,Limited Company,Personal
9789,2014-12-03,29,729330.2150054371,Limited Company,Personal
9790,2014-12-04,29,-29817.78034219693,Limited Company,Personal
9791,2014-12-05,29,-365173.6972739234,Limited Company,Personal
9792,2014-12-06,29,-628550.7881923073,Limited Company,Personal
9793,2014-12-08,29,194046.31908258988,Limited Company,Personal
9794,2014-12-09,29,2155730.501345411,Limited Company,Personal
9795,2014-12-11,29,2278572.9607399255,Limited Company,Personal
9796,2014-12-12,29,-104667.8637621284,Limited Company,Personal
9797,2014-12-12,29,651217.6961299959,Limited Company,Personal
9798,2014-12-14,29,736381.3805319071,Limited Company,Personal
9799,2014-12-16,29,-204295.86366551992,Limited Company,Personal
9800,2014-12-17,29,-908021.3270827567,Limited Company,Personal
9801,2014-12-18,29,-1148037.7475655347,Limited Company,Personal
9802,2014-12-19,29,294874.25289341976,Limited Company,Personal
9803,2014-12-21,29,-417300.0854654318,Limited Company,Personal
9804,2014-12-21,29,-3458494.917767485,Limited Company,Personal
9805,2014-12-22,29,-1024203.920471013,Limited Company,Personal
9806,2014-12-23,29,-1975131.3981267097,Limited Company,Personal
9807,2014-12-24,29,1376354.4991879743,Limited Company,Personal
9808,2014-12-25,29,-7247.381883592054,Limited Company,Personal
9809,2014-12-26,29,229468.23846079136,Limited Company,Personal
9810,2014-01-01,30,-204295.86366551992,Sole Trader,Personal
9811,2014-01-02,30,-204295.86366551992,Sole Trader,Personal
9812,2014-01-03,30,-186315.7387784629,Sole Trader,Personal
9813,2014-01-05,30,-306086.2853768134,Sole Trader,Personal
9814,2014-01-06,30,-671780.8012044751,Sole Trader,Personal
9815,2014-01-06,30,269486.8339598612,Sole Trader,Personal
9816,2014-01-07,30,119924.65850709291,Sole Trader,Personal
9817,2014-01-08,30,-211308.9074516878,Sole Trader,Personal
9818,2014-01-09,30,-1915263.8672280428,Sole Trader,Personal
9819,2014-01-09,30,832250.1678881622,Sole Trader,Personal
9820,2014-01-11,30,10805.418264882639,Sole Trader,Personal
9821,2014-01-12,30,-204295.86366551992,Sole Trader,Personal
9822,2014-01-13,30,-1045050.4186064817,Sole Trader,Personal
9823,2014-01-14,30,-1564558.7569270055,Sole Trader,Personal
9824,2014-01-15,30,-441747.6405265605,Sole Trader,Personal
9825,2014-01-15,30,1106011.7990227363,Sole Trader,Personal
9826,2014-01-17,30,1344461.9686734735,Sole Trader,Personal
9827,2014-01-18,30,-19013.759266176756,Sole Trader,Personal
9828,2014-01-20,30,1188128.5785306122,Sole Trader,Personal
9829,2014-01-21,30,257500.65427538584,Sole Trader,Personal
9830,2014-01-23,30,1112987.4903867813,Sole Trader,Personal
9831,2014-01-24,30,1665415.8443858062,Sole Trader,Personal
9832,2014-01-25,30,1776896.6889860842,Sole Trader,Personal
9833,2014-01-26,30,708373.8258416306,Sole Trader,Personal
9834,2014-01-27,30,-137490.75302050257,Sole Trader,Personal
9835,2014-01-27,30,-1141258.5157702055,Sole Trader,Personal
9836,2014-01-28,30,-1120067.120147861,Sole Trader,Personal
9837,2014-01-29,30,1185176.826148218,Sole Trader,Personal
9838,2014-01-30,30,693625.5104607248,Sole Trader,Personal
9839,2014-01-31,30,1305965.4489467847,Sole Trader,Personal
9840,2014-02-01,30,-1287476.343626592,Sole Trader,Personal
9841,2014-02-01,30,-1940291.3262345851,Sole Trader,Personal
9842,2014-02-02,30,-517313.27083403204,Sole Trader,Personal
9843,2014-02-03,30,-527590.5316546508,Sole Trader,Personal
9844,2014-02-03,30,-101072.92089147173,Sole Trader,Personal
9845,2014-02-04,30,994634.933847945,Sole Trader,Personal
9846,2014-02-05,30,-461186.6710531374,Sole Trader,Personal
9847,2014-02-05,30,-392644.4703272533,Sole Trader,Personal
9848,2014-02-06,30,-372670.044960974,Sole Trader,Personal
9849,2014-02-07,30,-1484925.1745399456,Sole Trader,Personal
9850,2014-02-09,30,15722.657123904879,Sole Trader,Personal
9851,2014-02-10,30,6417.227370584209,Sole Trader,Personal
9852,2014-02-12,30,206995.44218487182,Sole Trader,Personal
9853,2014-02-12,30,-12527.070831105404,Sole Trader,Personal
9854,2014-02-12,30,-1549786.876115557,Sole Trader,Personal
9855,2014-02-13,30,-80781.57692578231,Sole Trader,Personal
9856,2014-02-15,30,236353.0692988268,Sole Trader,Personal
9857,2014-02-16,30,-264477.7420212611,Sole Trader,Personal
9858,2014-02-18,30,-1727380.0097274224,Sole Trader,Personal
9859,2014-02-19,30,-780747.3925237549,Sole Trader,Personal
9860,2014-02-20,30,1836094.1842410767,Sole Trader,Personal
9861,2014-02-21,30,-40445.32387694597,Sole Trader,Personal
9862,2014-02-22,30,868166.0705182869,Sole Trader,Personal
9863,2014-02-24,30,-235693.17596996762,Sole Trader,Personal
9864,2014-02-25,30,774173.6906915917,Sole Trader,Personal
9865,2014-02-26,30,967596.8820252139,Sole Trader,Personal
9866,2014-02-27,30,306349.5243260288,Sole Trader,Personal
9867,2014-02-27,30,-243555.20285734057,Sole Trader,Personal
9868,2014-02-28,30,91540.46183244023,Sole Trader,Personal
9869,2014-03-02,30,853245.5088460955,Sole Trader,Personal
9870,2014-03-03,30,998439.9815623912,Sole Trader,Personal
9871,2014-03-04,30,227259.89038211125,Sole Trader,Personal
9872,2014-03-05,30,-622571.6068129415,Sole Trader,Personal
9873,2014-03-07,30,-204295.86366551992,Sole Trader,Personal
9874,2014-03-08,30,-113843.31923359056,Sole Trader,Personal
9875,2014-03-09,30,-1467392.8991205774,Sole Trader,Personal
9876,2014-03-10,30,-399306.64428804885,Sole Trader,Personal
9877,2014-03-11,30,-1447006.939141451,Sole Trader,Personal
9878,2014-03-12,30,-1215103.748176778,Sole Trader,Personal
9879,2014-03-13,30,-1697631.5284879906,Sole Trader,Personal
9880,2014-03-14,30,1155820.292275886,Sole Trader,Personal
9881,2014-03-15,30,-961152.546042409,Sole Trader,Personal
9882,2014-03-18,30,-461962.22475865704,Sole Trader,Personal
9883,2014-03-19,30,786211.1717514922,Sole Trader,Personal
9884,2014-03-20,30,-423168.1408583302,Sole Trader,Personal
9885,2014-03-21,30,-613448.1005637923,Sole Trader,Personal
9886,2014-03-22,30,264677.4211172219,Sole Trader,Personal
9887,2014-03-24,30,-1570319.087529597,Sole Trader,Personal
9888,2014-03-24,30,-713678.7195440998,Sole Trader,Personal
9889,2014-03-25,30,-479749.04326927237,Sole Trader,Personal
9890,2014-03-26,30,-1601634.5484288184,Sole Trader,Personal
9891,2014-03-27,30,-1378757.322266255,Sole Trader,Personal
9892,2014-03-28,30,93263.51185653615,Sole Trader,Personal
9893,2014-03-29,30,-197848.09665675275,Sole Trader,Personal
9894,2014-03-30,30,-1460309.260268858,Sole Trader,Personal
9895,2014-03-31,30,46844.35106803768,Sole Trader,Personal
9896,2014-04-01,30,-636720.9877461056,Sole Trader,Personal
9897,2014-04-03,30,-2244905.855590514,Sole Trader,Personal
9898,2014-04-03,30,-2465594.7359470567,Sole Trader,Personal
9899,2014-04-04,30,-1159404.626115734,Sole Trader,Personal
9900,2014-04-04,30,248438.6529901441,Sole Trader,Personal
9901,2014-04-05,30,-193353.35519463167,Sole Trader,Personal
9902,2014-04-06,30,-475947.2347892652,Sole Trader,Personal
9903,2014-04-07,30,1709788.6593079972,Sole Trader,Personal
9904,2014-04-07,30,-443109.79934373905,Sole Trader,Personal
9905,2014-04-08,30,-757790.1282470762,Sole Trader,Personal
9906,2014-04-09,30,-238791.83775677095,Sole Trader,Personal
9907,2014-04-10,30,1233153.6133070637,Sole Trader,Personal
9908,2014-04-11,30,-275910.1745784165,Sole Trader,Personal
9909,2014-04-12,30,-713281.5489114673,Sole Trader,Personal
9910,2014-04-13,30,-113696.45031961198,Sole Trader,Personal
9911,2014-04-14,30,855728.7869477724,Sole Trader,Personal
9912,2014-04-15,30,1452872.180987452,Sole Trader,Personal
9913,2014-04-16,30,530574.919862038,Sole Trader,Personal
9914,2014-04-17,30,236606.98478840152,Sole Trader,Personal
9915,2014-04-18,30,-874650.1670277857,Sole Trader,Personal
9916,2014-04-20,30,-444372.8578323043,Sole Trader,Personal
9917,2014-04-20,30,152523.66605270503,Sole Trader,Personal
9918,2014-04-22,30,1390851.6929190091,Sole Trader,Personal
9919,2014-04-23,30,687439.6254337302,Sole Trader,Personal
9920,2014-04-24,30,-1289723.2385950943,Sole Trader,Personal
9921,2014-04-26,30,1248769.8005749963,Sole Trader,Personal
